	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249778	-0.2700771	0.3051975	0.8401096	-0.5240308	0.26375395	-0.3780965	0.011953741	0.50895786	1.0683582	-0.5325313	-0.6416523	0.7024319	0.103594534	-0.15355939	-0.5971629	-0.4328001	-1.422695	-0.08365295	-0.033166602	0.14725381	0.55026305	0.022000033	-0.49766013	0.18166134	-0.29248518	-0.17720985	0.60461307	-0.42781523	-0.95692647	0.015611921	-0.16491728	-0.541166	0.030159103	-0.15526555	1.0421909	-0.11190139	0.6113556	0.31486148	0.5326309	0.6708385	-0.9360545	-0.7184476	0.070533566	0.42991126	0.35457456	0.91715026	0.19250853	-0.5020422	0.42766583	0.17085715	-0.12193597	0.15860838	-1.1259625	-0.6620367	-0.7009633	-0.34748664	0.29806587	-0.19565928	-0.21212831	-0.04081291	-0.13835838	-0.4601142	-0.8687053	0.5012542	0.26287445	-0.5798702	-0.45579588	-0.07094221	0.07149963	-0.2675502	-0.34275165	-0.90262794	0.5414087	0.08524931	-0.2916836	1.0196908	-0.7613985	0.32162127	0.0115127135	-0.14088014	-0.33592185	-0.049084123	0.2445792	0.1902466	-0.50970376	0.03986747	-0.039728016	-0.30722636	-0.6208609	-0.22757444	-0.10025534	-0.13323623	-0.18442063	0.25989595	-0.68821424	-1.2449472	0.093147315	0.23073196	-0.07666872	-0.285748	0.0
GSM6249781	0.67848665	-0.25821996	-0.9407771	-0.47493204	0.30137333	-0.2854202	-0.07220868	-0.33018413	-0.18267015	0.5256909	-0.31896603	0.051329527	0.2600159	-0.63108426	-0.6387211	0.24384205	0.7698932	-0.6127717	0.5442068	0.503379	0.2903471	0.28250247	0.11834242	-0.0035041017	0.022574522	-0.23386858	0.28974658	0.030089281	-0.33769548	-0.3678118	-0.71410084	0.11613989	-0.22938363	0.19229205	-0.2107952	0.48626375	-0.33603492	-0.119035	-0.054184265	0.11095873	0.2160162	-0.576421	0.41028476	0.34080678	0.5734587	-0.10268355	-0.057267413	0.88754535	-0.007051501	0.22545747	-0.12725262	0.5599014	-0.4363894	-0.13420694	-0.32855505	-0.6345639	0.1312833	0.20319006	-1.1076491	-0.04922913	0.41603947	-1.0985819	0.5146208	-0.078173675	0.2951925	0.6051955	0.7729362	0.06401563	0.34338722	-0.27515227	-0.4149607	-0.15137562	-0.008118882	-0.20403263	-0.6336143	-0.30374908	0.96117425	0.08335488	-0.8516484	-0.4474767	-0.98866814	0.44646963	1.0382175	-0.41835922	0.3036688	0.8723093	0.7187445	-0.1553965	-0.27313954	-0.38920215	-0.47433004	0.219416	0.24762574	-0.104280345	0.2600075	-0.9197473	-0.15736802	0.1384922	-0.034960184	-0.41636735	0.0
GSM6249782	0.75250286	-0.07805844	-1.1408669	-0.61480737	0.41452444	0.0028118463	0.13291168	-0.06857257	0.24788605	0.11207218	0.35444266	-0.15901595	-0.51742375	-0.7578418	-0.10906226	-0.74565476	1.5003324	0.32551122	0.06307439	0.43969205	0.100330256	-1.2991738	0.27863872	1.075578	-0.015296556	0.06721188	0.5086998	-1.166688	0.093140736	0.26398963	0.068171136	0.10629102	0.5097288	-0.7805093	0.3937197	-0.59674364	0.43035656	0.48604468	0.25497165	-0.30550826	-0.9243254	0.097934574	-0.07165707	-0.3906205	-0.0008848461	0.27171692	0.7996794	-0.3826012	0.69738436	-0.6806915	0.17168888	-1.2801454	0.53373647	0.7976319	0.4028947	0.21418153	-0.08855412	-0.6236619	0.14753751	-0.08209833	0.55905765	0.38801438	0.06026812	-1.471658	-0.1284002	0.54249924	0.77984476	0.33054656	-1.1764823	0.022353463	0.68154204	-0.20469886	-0.7030028	-0.14876927	-0.27496317	-0.33500084	0.10108765	-0.79896206	0.20597975	0.5901343	0.8838557	0.28152117	0.7248418	0.7357006	0.3062591	0.28068063	-0.92516536	-0.69815284	-0.17815635	0.1670902	0.36857584	-0.073933594	-0.004943262	-0.03760124	-0.014279893	0.7817362	0.56401575	-0.44829333	-0.6363291	0.0723004	1.0
GSM6249783	0.03718762	0.6712607	0.1567589	-0.077898316	0.29119745	-0.19688587	0.64663625	0.47281167	0.2677203	-0.030149238	-0.00854569	-0.10946025	-0.10197016	-0.59457785	0.3958338	0.17234094	0.74703026	0.16426797	-0.81433254	-0.6585443	0.42697862	0.47095117	0.5202611	-0.5349073	0.21024492	-0.9419314	0.050823636	1.020394	-0.25860104	-0.15657273	-0.060075954	-0.3834359	-0.6796491	0.33347535	-0.60008	-0.34276682	-0.39034885	-0.1289312	-0.5232593	0.16380765	0.70323503	-0.008681186	-0.22573817	-0.48435068	0.18093605	0.23702206	0.04638491	-1.086755	-0.34652957	-0.11876013	-0.19340298	0.50210977	-0.5870975	-0.07855732	-0.21401052	0.3335217	0.05446749	-0.27412793	-0.15870182	0.049734704	-0.16695656	-0.4520769	0.08966214	-0.17401947	-0.54117125	1.1286466	0.093664296	0.2867776	0.4650516	0.55688804	-0.26505664	0.07936049	-0.32014114	0.3445324	-0.17010021	-0.31678745	0.39944854	0.404898	-0.6899096	-0.57837456	0.30940115	0.60134685	0.22805575	-0.14277163	-0.12871663	0.40743944	0.1173291	-0.31075782	-0.1454888	0.43882707	0.27346835	-0.46272042	0.112659514	-0.051934935	0.36563146	0.022850433	-0.107332304	-0.28977704	-0.41894624	0.13895313	0.0
GSM6249785	0.1592548	-0.41505322	0.20659816	-0.14367794	0.4690621	0.6393998	-0.15036477	-0.63675976	0.8352272	-1.0835003	-0.25660118	-0.27952114	-0.70526755	-0.2018354	-0.68700546	-0.6231605	-0.6052267	0.20872433	0.1840572	-0.19350944	0.4555353	0.23613521	-0.36677042	-0.37712196	-0.05618673	-0.9193784	-0.17807902	0.11132123	1.00536	0.041951697	0.6278556	0.112146385	-0.36917114	-0.48930296	0.5682038	0.029520359	0.036524612	-0.027003746	-0.29940015	-0.010315274	0.3178758	-0.27724057	-0.102501184	0.6617924	0.5853154	-0.45026708	0.46314192	-0.3866038	-0.07211799	-0.2687528	0.527364	0.25695115	-1.2663507	0.1169491	-0.00139347	-0.51801354	0.20583095	0.8073426	-0.991392	-0.17269604	0.5012459	-0.94650334	0.3110261	0.5473948	0.25351635	-0.2743145	0.6491727	0.26558766	0.43273798	-0.052900866	0.32050616	0.1411796	0.717977	0.48506433	0.060508646	-0.16107748	-0.05094769	-0.43600684	-0.36681342	0.7048485	-0.36484236	-0.49588433	0.45878878	0.31903642	0.49576357	0.56282884	-0.17546028	-0.853418	-0.20466517	-0.09621749	-0.2724828	0.53017545	0.5034267	0.23202224	0.19704333	-0.11565219	0.29026973	-0.07458069	0.6801448	0.012338651	0.0
GSM6249786	0.350731	-0.45891237	0.14239597	0.65625536	0.30235434	0.7198964	-0.044239208	0.04830317	0.20011272	0.27243966	-0.49810115	0.18770225	-0.18074678	-0.26737487	-0.80583435	0.38900068	0.23827967	0.35468966	0.13350675	0.1504093	0.8800253	0.11930288	0.94152653	-0.21476178	0.37432832	-0.14446399	-0.2729102	0.34606633	0.021464009	-0.023124319	-0.036731195	0.27112508	0.60659826	-0.38126427	-0.023019085	0.26289675	0.26640671	0.09539701	-0.5872851	-0.73641604	0.27381098	-0.262091	0.46539125	0.3258341	0.451418	0.24154481	0.36207238	-0.32613274	-0.10314158	-0.68256927	-0.5985794	-0.33465993	0.6432766	-0.22093669	0.029056653	-0.059477277	-0.694533	0.4176014	0.052051973	0.027248453	-0.061106972	0.34807825	0.103648715	-0.10720374	-0.043797582	-0.51149726	0.15452954	-0.17710772	0.42553592	0.5155343	-0.4643558	-0.1446142	0.077170774	-0.04523158	-0.16292687	-0.06574314	-0.14031559	1.0736338	-0.10987674	0.07520096	-0.15307939	0.5139483	0.0062259794	-0.4502409	-0.41115117	-0.08120472	0.4819293	0.58098924	0.4397141	0.1768795	0.048393372	-0.04478961	-0.1330432	-0.44951472	-0.03201532	-0.550199	0.56625575	0.34869578	-0.09818187	0.5294416	0.0
GSM6249788	-0.5295472	-0.34392896	0.81468755	0.4955213	-0.400807	0.5261214	-0.09735907	-0.14894614	0.5163971	0.4172312	-0.25895512	-0.13348632	-0.2680834	-0.2716219	0.18388684	-0.45071253	0.17598149	0.17320739	-0.5317455	-0.78564054	0.5274963	-1.0093558	0.08101099	0.66247356	0.12916142	0.7718822	-0.5266109	0.3951478	0.16979	-0.4386435	0.5284444	-0.33404616	0.36221996	-0.30029374	0.07592153	-0.7765355	-0.273785	0.21291053	0.14528224	-0.5185718	-0.6899815	0.31688133	0.5718501	-0.07775513	1.1517941	0.56611466	-0.4075226	-0.76987106	0.64149565	0.18070345	0.34189674	-0.10105575	0.052509576	-0.0070478106	-1.3075812	0.17316866	0.078858234	-0.9142153	-0.344161	-0.2963278	-0.6603303	-0.2601595	0.6425105	-0.060450718	-0.50769114	0.31157148	-0.7043322	-0.58924377	0.0114170145	0.46296123	0.07326104	-0.9491313	-0.4055909	0.038710143	-0.88552266	0.25860152	0.5042009	-0.18132475	-0.53202623	0.47680444	-0.19768736	-0.2197109	-0.85850626	-0.09812598	0.20964332	0.45008984	-0.94728655	1.04583	0.85139996	0.6129745	0.66520697	-0.005063852	-0.16797383	0.071312815	-0.019011175	0.048295073	0.35966983	0.53768	-0.30894893	-0.24140042	0.0
GSM6249789	-0.3007575	0.5208637	0.36521232	1.2304736	0.59087	0.8574048	-0.48157823	-0.084114105	0.008862347	-0.3882896	-0.64529514	0.01778429	0.23308864	-0.32002068	0.5819566	-0.70643723	0.013921006	0.134863	0.7050751	-0.3244969	-0.25656885	0.033951383	0.095763974	0.24334301	-0.26623163	0.13827668	0.3433898	-1.107372	0.21020164	0.19351558	-0.4192703	0.93416333	0.22764505	0.41358164	-0.103607446	0.26397046	0.0039620628	1.0046366	0.68680555	0.23278728	-0.76097506	0.16136576	0.343573	-0.124084495	-0.6463867	0.39219126	-0.3436891	-0.112704426	0.43611497	-0.10774897	-0.2521906	-0.13834307	-0.3385495	0.51753455	0.35688207	-0.59672064	-0.3992752	-0.7613044	0.09939329	-1.0561717	0.5346279	0.34075958	0.67156005	-1.0145657	-0.9379172	0.061588094	0.15417741	-1.1755998	-1.1807511	0.2578537	1.905861	0.0160629	-0.6099715	-0.20254911	-0.21637477	-0.5429376	-0.3570531	-0.35303488	0.88851196	0.39893007	0.5351349	-0.23864757	0.1399875	0.62402856	0.54712886	0.39774552	-0.09296189	0.19725253	0.22972664	-0.27783674	0.5813736	-0.46290687	0.3399899	0.43076536	-0.33487505	-0.6227793	-0.035160027	0.37270492	-0.2933438	0.2827119	0.0
GSM6249792	0.1668189	-0.53377104	0.69501144	-0.058889188	0.6060759	0.31215832	0.45781532	0.62719715	-0.06480392	0.6382941	-0.11960592	-0.5694029	0.8041425	0.5480061	-0.60288805	-0.19497739	0.6180886	-0.64772123	-0.35511905	-0.40641183	0.060454533	0.13222106	0.250175	-0.110544175	-0.067592114	0.27343023	0.26732215	-0.32606366	-0.2963397	0.1683126	0.15077223	0.049262885	0.64404696	0.6512157	0.87293106	-0.56890184	-0.27351257	0.9629474	0.02227216	-0.2860201	0.17743325	0.037896108	0.19825214	0.64691335	0.2868382	0.7141809	-0.43046215	-0.70557314	-0.22659487	-0.27478844	-0.2758858	0.8673645	-0.22099389	1.0535294	0.2349825	-0.10534353	-0.1881621	-0.043919645	-0.36334595	0.16799863	0.6542999	0.25086075	-0.3474895	-0.016930494	-0.44979626	0.92097443	-0.7017741	-0.18647352	-0.3502226	0.18315014	0.10326304	0.7531317	0.30872965	0.5893184	-0.22654644	-0.19905047	-1.0748485	0.1648874	-0.4539942	0.37161723	0.22181927	0.9064864	0.45725003	-0.11088031	0.861461	-0.23106682	-0.3010025	-0.5595046	0.24176915	0.29017594	0.036704764	-0.47761276	-0.91610205	-0.004943764	0.6265914	0.18885753	0.12509122	0.28190637	-0.71402514	0.86308473	0.0
GSM6249793	-0.05865578	0.30578688	-0.33038092	-0.58080184	-0.09075736	0.10539248	0.07396289	0.1631881	0.18353589	-0.631738	-0.5895295	0.6119031	-0.5275214	-0.07850675	0.051681157	0.7711156	-0.55191815	0.24484897	0.35279632	-0.5591503	-0.24694388	-0.24043718	-0.21645267	-0.3243064	-0.618437	-1.5591905	-0.1258961	-0.19075856	-0.097609594	-0.17406559	0.34031805	-0.25009382	-0.28783357	0.36168912	-0.3743439	-0.19062269	0.98975563	-0.23509628	-0.20603696	-0.07670676	0.2928671	-0.37543255	-0.8844646	0.36068195	0.18724625	0.00747583	1.0647262	-0.7311883	0.028349696	-0.54636663	-0.24619707	-0.53484005	-0.04674512	-0.06263933	-0.014208868	-0.23054323	0.7732867	0.31037432	-0.19084822	-1.0139999	0.6626825	0.87851113	0.2454781	-0.09285005	0.6145845	-1.1519055	-0.43715388	-0.35398892	0.3155667	0.043766946	-0.109689906	0.42967868	0.36669958	-0.6762969	-0.50622314	-0.0140629895	0.012111266	-0.11844084	0.34650683	0.24927644	0.73487705	-0.17432451	0.1477556	0.060778864	0.15246724	0.58471215	-0.30289376	-0.40127945	-0.022410186	0.10329524	0.29522488	0.25877118	-0.18364213	0.08440085	0.12219793	0.103765056	-0.17260262	0.4792725	-0.12244453	-0.19535789	0.0
GSM6249794	0.10904938	-0.350947	0.41716257	0.090894125	-0.013613646	-1.1971714	0.08046513	-0.49134856	-0.210271	-0.49079964	0.46076125	0.6999328	-0.44219568	0.32645112	-0.19405045	0.94891274	0.36560056	-0.38830602	-0.35167754	-0.7090289	-0.27477682	0.28611654	-0.599136	-0.33361077	-0.54634035	0.78751755	0.5790649	-0.00022264708	-0.006320365	-0.14463595	0.3087955	-0.50870043	0.5916168	0.47853896	-0.8976955	0.9692121	0.99300677	0.8896244	-0.043712758	0.41159663	-0.1406274	-0.1617239	-0.13070226	0.18279785	-1.0397888	0.0032031075	-0.034330502	0.65115255	0.785333	-0.59852695	0.36327663	0.70193183	-0.21958427	0.24954699	0.055497836	-0.4098021	-0.7950377	0.41597924	0.4608516	-0.16220276	0.48648056	-0.41445902	-0.7451768	0.06268278	-0.19642532	0.7356371	0.009057271	-0.07636153	-0.37673533	-0.26379743	0.41566992	-1.6528386	-0.2353357	0.46929914	0.14526731	-0.038870744	-0.10133779	0.46309605	0.34566587	0.13808729	0.02400657	-0.49043834	0.16834103	-0.48750865	-0.6494822	1.0781537	-0.08321445	-0.57352805	-0.05325769	-0.10332135	-0.22579283	0.14393009	-0.14266612	0.43978205	-0.04854509	-0.2159784	-0.23666927	0.6344577	-0.110603645	0.45687437	0.0
GSM6249797	0.65495825	-0.055359464	-0.18273702	0.020568246	0.6627141	0.19097216	0.08952827	-0.19275346	-0.028385393	0.1807724	0.08317915	-0.21154366	0.01182905	0.035438914	-0.81190836	0.21387188	0.022630796	0.42893606	-1.1562954	0.107141614	-0.755935	1.788577	0.21599737	0.30567095	-0.6332832	-0.27927047	0.0813751	-0.3280775	1.1389711	0.42973188	-0.5448218	1.0423031	0.61576325	0.3390566	-0.34567642	-0.60043055	0.21499659	0.37426287	-0.71348256	0.34300697	0.12080401	-0.11584228	-0.32493713	0.57545924	0.47036135	-0.48626533	0.22622462	0.69310325	-0.10654176	0.49015364	-0.280879	-0.2714776	0.53624046	-0.24376081	0.44248077	0.17781773	-0.8450552	-0.7370014	-0.10466229	0.3022125	0.60664386	-0.72708654	-1.2102534	0.6207717	-0.00070274714	-0.4140583	-0.34570366	-0.39634058	-0.7948925	-1.366463	0.033021394	-0.011772554	-0.483751	0.75181544	0.4063657	-0.29605886	0.38024768	0.23061389	0.9567159	-0.11450866	0.7740563	-0.340413	0.28654265	0.44725788	-0.1203325	0.4837658	-0.39837945	-0.19220346	-0.2744152	-0.7391681	-0.43525225	-1.0997427	0.02525153	0.16277918	-0.5144562	0.63278884	-0.83304524	-0.39380097	-0.036918577	-0.14619097	0.0
GSM6249798	-0.124714	-1.504288	-0.41099182	0.40670592	0.24367657	-0.76185787	0.480543	-0.37914318	-0.28663665	0.69724905	-0.24135642	-0.05566123	0.9474356	0.5445335	-0.2571954	-0.14956814	0.39578557	-0.97289646	-0.6820973	0.26906744	0.17819554	-0.39780426	0.47051582	-0.51178694	-0.56075263	0.647534	0.8188191	0.009400487	-0.14114313	-0.6194741	0.26129755	-0.20052998	-0.093263306	0.31692207	-0.21588482	0.45755303	0.46584037	0.17483918	-0.11428287	-0.08066082	0.13139582	-0.14392571	0.5835563	-0.08955144	-0.25612202	-0.033677574	-0.1590368	0.039665017	-0.7854028	-0.173341	-0.11211313	0.12533583	0.059447616	0.017617123	-0.076398835	-0.32367942	-0.25734305	0.2969655	-0.32808268	-0.081030436	0.56094015	-0.62305254	-0.050904807	-1.0756053	-0.20311038	0.83022195	-0.11907356	0.75816596	0.3681662	-0.6021422	0.9551729	0.2508292	-0.4127258	0.2622112	0.3364453	-0.042859655	1.199675	0.066028975	0.5092321	-0.26970482	-0.26550248	0.28007534	0.6603536	-0.16007477	0.19511753	0.19600193	-0.6068444	-0.3483186	-0.03152939	-0.7276918	0.20095819	0.7964128	-0.01040385	0.33949015	0.16284737	-0.42011598	0.0157401	0.3708146	-0.3694423	-0.27159563	1.0
GSM6249799	0.11088688	-0.3297711	-0.011494883	-0.42394027	0.11497744	0.3209096	-0.40748775	-0.69221663	-0.22840483	-0.69928867	-0.667187	0.1001581	0.26465982	-0.7703815	-0.12933654	-0.07429246	-0.073069036	0.21701936	0.6242282	0.5497002	-0.0057817586	-0.11847081	-0.70699143	-0.102460526	-0.50688183	-0.26465958	0.8014042	0.6962419	0.7145671	0.5681609	0.19398026	0.010362626	-0.60104054	0.08418875	0.38102674	-0.14850278	-0.52564216	-0.6760859	0.06913254	0.3928804	0.5265061	0.23762818	-0.5899298	-0.5225085	0.588453	0.26177838	-0.050595716	0.2847045	-0.78858507	0.1935435	0.19849576	-0.26081365	-1.2594426	0.16059723	0.5067544	0.5563415	-0.45035616	-0.8474481	0.8236106	0.4239535	0.23290905	-0.5083963	-0.36143556	0.5650329	-1.219842	0.22754271	0.42775092	-0.8778035	-0.047990147	0.27589366	-0.14819458	0.078538366	0.39974895	0.7108609	-0.07719919	0.25792333	0.37827235	-0.05931671	-0.78487414	0.22704116	-0.099979766	-0.6870443	-0.44949368	-0.02251164	-0.42580763	0.5655319	0.55074465	-0.18239628	-0.23450297	0.020248203	-0.7494955	-0.5741519	0.3274954	0.46631908	-0.047443204	0.117068745	0.4348549	-1.017709	-0.28099722	0.024493337	0.0
GSM6249800	0.3042371	0.048888467	-0.6792328	0.65116656	-0.7403185	0.5229266	-0.47293693	0.02942548	0.69613475	1.3494492	0.61149675	-0.20906281	-0.30730328	0.8157142	-0.123527974	0.6641136	1.2106133	0.80680686	0.7074121	-0.9009932	-1.0734056	-0.61234194	0.4997816	-0.34209758	-0.20139639	-0.19618987	0.19279103	-0.40323135	-0.6593899	0.07991559	-0.6089697	0.18103	0.03911896	-0.1593928	0.25671223	-0.03950379	0.0544425	0.11318909	0.8552514	-0.020678928	-0.9567163	-0.41310817	0.47819397	0.0012535072	-0.7965717	-0.6520632	0.23358876	0.8899033	0.13677484	0.14982001	-0.12846218	-0.3425046	-0.35452354	-0.7424862	0.12122119	-0.57961977	-0.71093464	-1.019142	0.15252778	0.087058984	-0.023904681	-0.16331069	-0.4155544	-0.07978473	-1.4343864	0.4235712	0.089009434	-0.15887079	0.23467888	-0.14817846	0.058265183	-0.18879744	0.19243823	0.6502663	0.21017565	0.10652306	0.089852326	0.016250497	0.91866136	-1.3615009	0.9392139	-1.4424998	-0.0583183	-1.0405114	-0.2541158	0.6681232	-0.5628163	0.2749998	-0.50746673	0.018322358	-0.26811504	1.0351715	-1.0904663	-0.20197591	0.8089212	0.083100036	-0.28228164	-0.59943277	-0.4909873	-0.52736187	0.0
GSM6249803	-0.03261036	0.31793517	-0.18867847	-0.45988524	0.12871209	0.3785637	-0.008599664	-0.15826137	-0.109997734	-0.13144828	0.72295994	-0.65804774	0.2248908	-0.56264764	0.4383101	0.090848714	-0.05155267	-0.20205897	-0.18674077	-0.72770685	-0.23274103	-0.13266812	0.55147374	0.6548699	-0.52985626	-0.27689025	0.9098262	0.4029532	0.019010505	-0.60022503	0.15638036	0.26665294	0.7097989	-0.16389166	-0.08489999	-1.2349696	0.053950015	0.6719984	0.5740854	-0.048507765	0.013607479	0.7750063	-0.14291881	-0.33819893	0.73948926	-0.43987575	0.089392975	-0.47229397	0.2753239	0.3244732	0.38735247	-0.12241378	-0.9087436	-0.11182576	0.3268615	-0.050565597	0.8518033	-0.25499272	-0.32834816	-0.28976706	0.3947935	0.042835683	-0.81116706	0.22197527	-0.905696	0.14802422	-0.45854598	0.95892423	-0.50879174	-0.8070857	-0.51150405	0.40975276	-0.24153823	0.5939065	0.2840669	-0.542384	0.5939335	-1.3111285	-0.33014867	-0.6164635	0.6919368	0.736948	-0.14125489	-0.050769445	1.3002144	-0.8563771	-0.14209846	-0.18603602	0.06786854	0.1747036	-0.86718345	0.12420317	0.32546097	-0.6935601	-0.17560916	0.5755881	0.15618375	-0.7411981	-0.36231023	-1.0224922	0.0
GSM6249804	1.0002016	0.53034586	0.5404444	0.24480613	-0.3842519	-0.22119541	0.44551036	-0.086930774	0.5714566	-0.8974891	-0.7669812	0.1907049	-0.021029888	0.38269168	-0.61214495	-0.35249525	-0.17805317	-0.07669703	0.042283952	-0.36539516	-0.51496655	0.19095914	-1.5876493	-0.704432	-0.3965213	0.061550897	0.048789218	0.039719597	-0.33891168	0.7999843	-0.5776235	0.64079946	0.33281296	0.04001322	0.6024215	0.744332	0.16083911	0.5783462	0.3039056	0.17507598	-0.6240306	0.047796376	-0.37126476	-0.0113537265	-0.5903388	0.74367404	0.013716821	-0.34259084	-0.38641536	-1.1762736	1.2584397	-0.10791149	-1.10367	-0.48270825	0.92460275	-0.68651175	0.09503294	0.12254846	-0.39427158	-0.7301526	-0.19121599	-0.58873373	-0.7336927	-0.5370968	-0.8939176	0.38975975	-0.30557206	-0.5301634	-0.02773204	0.9066023	-0.7798676	-0.4518404	0.6198783	-0.67183053	0.494864	1.3196044	-0.69355017	1.1381822	-0.1500059	0.017720632	-0.46459097	-1.124586	0.4002932	-0.71925664	-0.24206929	0.07339627	-0.5001794	0.35284358	0.5249025	-0.03159916	-0.6922907	-0.14280911	-0.9053816	-0.72437304	-0.24938823	0.5177712	0.6650238	-1.6164998	-0.22487292	-0.18574303	0.0
GSM6249805	0.44533142	-0.38360217	0.025453402	0.3834143	0.05116004	-0.3190955	0.049406	-0.5172145	0.13076884	-0.93908834	-0.5666518	0.0944859	0.04812915	0.37217364	-0.043360166	0.22678754	-0.19979042	-0.4213144	-0.34878385	0.3235107	0.47212353	0.062440936	-0.47493392	0.44339502	0.23135644	0.12835601	0.2994988	0.4509429	0.840208	-0.8807529	0.0065844953	-0.29218823	-0.4101744	0.30130967	0.3338088	0.7046687	0.5084304	-0.10256774	-0.59738934	-0.37034988	0.39695898	-0.58413607	0.5443396	0.9707818	0.83825105	-0.696122	-0.46684095	-0.19413097	-0.5759993	-0.5801445	0.022769867	0.5354669	-0.14987847	-0.093707286	-0.55658853	-0.47141847	0.08598415	-0.7455642	0.72074646	0.082685836	-0.48639122	0.010273015	0.3787795	-0.177327	0.08375795	-1.0301944	0.56882596	-0.30234754	-0.48203897	-0.31615588	-0.12031288	0.98877096	0.31485757	0.2880174	-0.5391928	-0.68810165	0.03230446	0.023636831	-0.08413587	0.15468799	-0.99957335	0.21070701	-0.4727806	-0.08614194	-0.4097781	0.47580978	0.1488875	-0.8949788	-0.51664275	0.74801016	0.29553223	-0.053137273	-0.21946584	0.109249465	-0.79073423	0.010022268	0.20415922	0.21322353	-0.47513595	0.33797187	1.0
GSM6249806	-0.39956003	-0.08644083	0.20323563	-0.11390405	-0.11678151	0.13602161	-0.15015543	-0.35573277	0.6366224	0.17857017	-0.30554783	-0.49311352	0.18434137	-0.29199874	-0.87824756	-0.42697653	-0.5528832	-0.07888555	0.4727377	0.23393784	-0.053531166	0.6061913	-0.24510913	0.985168	-0.12835492	0.5441984	0.27196896	-0.4748684	0.26999244	-0.23330307	0.30117065	-0.16665292	0.050291035	0.64530885	0.16500771	-0.007543781	0.19598344	0.67182815	-0.17602202	0.5752105	0.3467098	-0.8977875	0.2858641	0.70960826	0.2642739	0.4566745	-0.49675098	-0.6360715	0.031026848	0.35257453	-0.3959841	-0.23184916	-0.3745538	0.4326286	0.660522	0.16188677	0.2785674	-0.3003911	-0.37047395	-0.09598685	0.08954509	-1.0716833	-0.82293886	0.16372658	0.6299914	0.3797851	0.4656954	-0.01633676	-0.5005181	-0.4010071	0.33633015	-1.44071	-0.2953311	0.64184487	-0.4866939	-0.63027394	0.50606275	-0.3957861	-1.0552931	-0.27821723	0.1994168	-0.09764997	-0.122719504	-0.14975291	0.740604	0.35583413	-0.07662789	-0.37042746	0.99119484	0.31248966	-0.24582572	0.24407926	0.58707106	-0.8914687	-0.10525408	0.6667548	-0.7004955	-0.5126956	-0.087155834	-0.053918015	0.0
GSM6249808	0.22652306	-0.24489409	0.090932295	-0.812647	-1.106076	0.55076766	0.6191908	0.20624569	-0.4376324	-0.25712258	-0.4292108	0.60036516	0.57272375	-0.57839876	-0.07554981	0.13368596	-0.37854582	-0.04387637	-0.110898204	-0.2772202	0.4712999	-0.1280672	-0.3616174	-0.7562555	0.12244977	-0.03260988	-0.2528032	0.31095204	-0.09290421	-0.6745397	0.44554588	0.5178943	0.1480264	0.4181464	0.39571142	0.3811367	0.31753477	-0.42169493	-0.34385926	-0.72138655	0.8708585	-0.0383887	0.28126296	0.32294607	0.39600465	-0.09526666	-0.17319122	-0.017761895	0.40244952	0.5768096	-0.49433163	0.80502903	0.02046166	0.1362368	-1.0726825	0.09375095	-0.32082152	0.10348556	-0.11498094	-0.2891505	-0.1773928	-0.08930178	0.16224216	0.0108653745	-0.4880067	0.039124213	0.9005112	-0.52004826	0.7222006	0.45013505	-0.2134604	-0.2526564	-0.20029552	-0.85806423	-0.44162193	0.29355395	0.65753686	-0.05015595	-0.9658825	-0.3977552	-0.26155305	-0.7908561	-0.28814018	-0.3304176	-0.28802115	0.5271969	-0.012028233	-0.37242317	0.23708192	0.79220474	1.083393	0.44710535	-0.06784472	-0.12699111	0.42507115	-0.15969954	-0.60681635	-0.41713417	0.32214826	0.68978804	0.0
